id,fecha,tipo_proceso,canal,tiempo_ciclo,costo,errores,prioridad,responsable,etiqueta_clase
PROC02804,2024-01-04 19:03:00,Inventario,Sistema,38.9,20.02,0,Urgente,Pedro,Manual
PROC02805,2024-01-04 09:52:00,Inventario,Web,16.6,133.1,0,Baja,Sofia,Manual
PROC02806,2024-01-04 05:28:00,Facturación,Email,77.6,93.74,0,Baja,Ana,Manual
PROC02807,2024-01-01 14:15:00,Pagos,Web,5.5,143.32,1,Media,Carlos,Manual
PROC02808,2024-01-02 23:46:00,Inventario,Web,9.3,39.25,0,Baja,Sofia,Automático
PROC02809,2024-01-01 03:02:00,Inventario,API,2.0,30.69,3,Baja,María,Revisión
PROC02810,2024-01-03 03:52:00,Inventario,Web,47.6,68.67,0,Baja,Pedro,Manual
PROC02811,2024-01-04 22:30:00,Pagos,Manual,29.2,11.41,0,Media,Ana,Manual
PROC02812,2024-01-04 02:52:00,Facturación,API,11.3,251.19,0,Alta,Ana,Manual
PROC02813,2024-01-05 01:03:00,Pagos,Web,5.4,66.87,0,Baja,Sofia,Manual
PROC02814,2024-01-02 01:17:00,Facturación,Web,1.2,5.12,3,Media,Pedro,Revisión
PROC02815,2024-01-04 11:22:00,Soporte,API,5.5,54.48,0,Baja,Ana,Manual
PROC02816,2024-01-01 22:36:00,Pagos,Web,18.1,72.63,2,Media,Pedro,Manual
PROC02817,2024-01-03 12:29:00,Pagos,Manual,8.5,216.0,0,Media,Carlos,Manual
PROC02818,2024-01-03 12:28:00,Logística,API,9.0,86.41,0,Alta,Pedro,Manual
PROC02819,2024-01-06 16:50:00,Pagos,Web,62.5,21.71,0,Baja,María,Manual
PROC02820,2024-01-05 06:12:00,Pagos,API,21.7,108.78,0,Media,Pedro,Manual
PROC02821,2024-01-07 11:24:00,Logística,Web,39.2,85.4,1,Baja,Sofia,Manual
PROC02822,2024-01-05 13:48:00,Logística,Web,1.1,70.49,1,Media,Ana,Manual
PROC02823,2024-01-03 07:11:00,Inventario,Web,13.6,61.73,0,Alta,Sofia,Manual
PROC02824,2024-01-05 04:48:00,Facturación,Email,19.6,158.72,0,Alta,Pedro,Manual
PROC02825,2024-01-05 08:06:00,Inventario,Email,6.2,83.46,1,Baja,Pedro,Manual
PROC02826,2024-01-01 16:27:00,Logística,Manual,3.8,79.46,2,Alta,Pedro,Manual
PROC02827,2024-01-03 07:21:00,Facturación,Web,61.3,184.7,2,Baja,María,Manual
PROC02828,2024-01-04 04:55:00,Facturación,Web,84.1,146.3,1,Baja,Sofia,Manual
PROC02829,2024-01-06 19:25:00,Logística,API,2.5,109.1,0,Alta,María,Manual
PROC02830,2024-01-03 14:21:00,Facturación,Manual,12.9,46.34,0,Baja,Ana,Manual
PROC02831,2024-01-03 02:52:00,Logística,Sistema,95.3,65.1,1,Baja,Sofia,Manual
PROC02832,2024-01-05 13:34:00,Pagos,Web,2.6,77.34,1,Baja,Ana,Manual
PROC02833,2024-01-01 12:06:00,Pagos,Web,31.0,24.5,1,Baja,Pedro,Manual
PROC02834,2024-01-03 14:40:00,Facturación,Manual,107.5,55.32,1,Baja,Juan,Manual
PROC02835,2024-01-05 00:46:00,Logística,Manual,114.8,85.79,0,Alta,Sofia,Manual
PROC02836,2024-01-02 07:15:00,Pagos,Manual,19.1,126.22,1,Media,Carlos,Manual
PROC02837,2024-01-05 20:33:00,Pagos,Manual,5.3,122.48,0,Media,Pedro,Manual
PROC02838,2024-01-03 19:13:00,Inventario,Sistema,6.8,15.9,1,Baja,Carlos,Manual
PROC02839,2024-01-04 18:43:00,Inventario,API,66.1,61.94,0,Media,María,Manual
PROC02840,2024-01-01 16:29:00,Soporte,Email,72.8,41.63,1,Alta,Ana,Manual
PROC02841,2024-01-03 14:24:00,Pagos,Sistema,28.1,12.63,0,Alta,Juan,Manual
PROC02842,2024-01-06 23:31:00,Pagos,Manual,43.6,74.44,1,Urgente,Ana,Manual
PROC02843,2024-01-01 09:53:00,Soporte,Web,40.4,54.73,2,Media,María,Manual
PROC02844,2024-01-02 05:34:00,Inventario,Web,32.5,83.61,1,Urgente,Pedro,Manual
PROC02845,2024-01-01 15:35:00,Facturación,API,52.7,123.31,0,Baja,María,Manual
PROC02846,2024-01-03 15:28:00,Facturación,API,34.7,108.33,2,Baja,Juan,Manual
PROC02847,2024-01-01 05:31:00,Logística,Email,22.9,274.93,1,Alta,Pedro,Manual
PROC02848,2024-01-06 12:02:00,Pagos,Web,8.1,93.5,0,Baja,Sofia,Manual
PROC02849,2024-01-02 21:02:00,Inventario,Web,40.9,210.43,1,Baja,Pedro,Manual
PROC02850,2024-01-05 02:09:00,Pagos,Manual,19.2,32.14,1,Alta,Juan,Manual
PROC02851,2024-01-04 12:14:00,Facturación,Web,10.5,107.12,0,Alta,Ana,Manual
PROC02852,2024-01-03 16:28:00,Inventario,Web,48.6,45.83,0,Baja,Pedro,Manual
PROC02853,2024-01-03 22:00:00,Facturación,API,35.8,67.87,1,Alta,Ana,Manual
PROC02854,2024-01-01 03:21:00,Pagos,API,83.1,148.77,0,Alta,Carlos,Manual
PROC02855,2024-01-02 17:37:00,Pagos,Web,5.4,67.36,0,Alta,Juan,Manual
PROC02856,2024-01-02 06:42:00,Pagos,Email,31.4,168.48,0,Media,Carlos,Manual
PROC02857,2024-01-07 07:41:00,Inventario,API,8.4,47.07,1,Media,Pedro,Manual
PROC02858,2024-01-04 05:38:00,Logística,Email,70.2,31.02,0,Alta,Juan,Manual
PROC02859,2024-01-06 05:44:00,Logística,API,3.1,97.86,0,Media,Pedro,Manual
PROC02860,2024-01-06 08:38:00,Facturación,Web,32.0,101.15,0,Media,Juan,Manual
PROC02861,2024-01-01 12:50:00,Facturación,Web,47.0,63.99,0,Media,Ana,Manual
PROC02862,2024-01-03 04:35:00,Pagos,Web,13.2,129.91,1,Media,María,Manual
PROC02863,2024-01-02 03:08:00,Soporte,API,92.5,10.33,0,Urgente,Sofia,Manual
PROC02864,2024-01-01 06:26:00,Logística,Web,57.1,35.66,4,Baja,María,Revisión
PROC02865,2024-01-05 04:31:00,Logística,API,10.5,113.14,1,Baja,Juan,Manual
PROC02866,2024-01-05 11:19:00,Pagos,API,0.2,69.54,2,Alta,Carlos,Manual
PROC02867,2024-01-05 10:41:00,Pagos,Web,10.6,48.88,0,Baja,Juan,Automático
PROC02868,2024-01-03 18:48:00,Pagos,Web,9.9,92.36,0,Media,Ana,Manual
PROC02869,2024-01-02 17:06:00,Facturación,Manual,66.2,159.86,1,Baja,Sofia,Manual
PROC02870,2024-01-02 14:02:00,Facturación,Email,102.4,107.52,1,Media,Carlos,Manual
PROC02871,2024-01-02 06:56:00,Soporte,Web,2.2,142.23,0,Alta,Juan,Manual
PROC02872,2024-01-06 13:00:00,Facturación,Web,19.1,111.56,1,Media,Sofia,Manual
PROC02873,2024-01-02 09:18:00,Facturación,Sistema,23.8,188.66,0,Baja,Sofia,Manual
PROC02874,2024-01-04 19:16:00,Facturación,Web,2.9,55.13,1,Urgente,Juan,Manual
PROC02875,2024-01-07 13:08:00,Soporte,Sistema,14.2,167.02,0,Baja,Pedro,Manual
PROC02876,2024-01-04 05:49:00,Inventario,Web,11.4,17.21,0,Media,Ana,Automático
PROC02877,2024-01-07 11:42:00,Inventario,Email,23.0,28.11,0,Media,Ana,Manual
PROC02878,2024-01-03 23:58:00,Soporte,Web,32.5,127.9,0,Urgente,María,Manual
PROC02879,2024-01-05 21:44:00,Pagos,Email,36.5,26.52,0,Baja,Pedro,Manual
PROC02880,2024-01-06 04:06:00,Inventario,Web,4.4,64.07,0,Media,Carlos,Manual
PROC02881,2024-01-01 23:51:00,Facturación,Manual,50.3,186.74,0,Baja,Sofia,Manual
PROC02882,2024-01-04 21:44:00,Facturación,Web,34.0,31.68,1,Baja,María,Manual
PROC02883,2024-01-06 04:21:00,Logística,Web,66.0,151.06,0,Alta,Ana,Manual
PROC02884,2024-01-02 06:19:00,Logística,Manual,17.9,61.5,0,Media,Juan,Manual
PROC02885,2024-01-01 18:50:00,Pagos,API,67.3,29.12,0,Alta,Pedro,Manual
PROC02886,2024-01-05 13:23:00,Pagos,Email,60.2,82.89,0,Baja,Ana,Manual
PROC02887,2024-01-02 20:18:00,Pagos,API,17.3,178.39,0,Alta,Ana,Manual
PROC02888,2024-01-03 10:20:00,Facturación,Email,14.4,25.7,2,Alta,Pedro,Manual
PROC02889,2024-01-06 22:46:00,Facturación,API,81.0,24.3,0,Media,Ana,Manual
PROC02890,2024-01-02 11:20:00,Facturación,Sistema,37.7,124.99,1,Media,María,Manual
PROC02891,2024-01-03 19:00:00,Facturación,Sistema,79.0,52.87,1,Urgente,Pedro,Manual
PROC02892,2024-01-03 06:19:00,Logística,Web,47.8,277.13,2,Alta,Ana,Manual
PROC02893,2024-01-02 06:23:00,Facturación,Email,28.2,101.22,0,Media,Ana,Manual
PROC02894,2024-01-02 00:34:00,Facturación,Manual,3.7,159.41,0,Media,Pedro,Manual
PROC02895,2024-01-02 13:22:00,Pagos,Web,10.3,98.69,0,Alta,Juan,Manual
PROC02896,2024-01-03 06:03:00,Logística,API,104.1,26.34,1,Baja,Carlos,Manual
PROC02897,2024-01-05 20:30:00,Facturación,Web,11.5,38.22,0,Media,Pedro,Automático
PROC02898,2024-01-04 14:00:00,Facturación,Manual,2.9,43.03,1,Urgente,Juan,Manual
PROC02899,2024-01-03 04:14:00,Pagos,Web,36.9,116.36,0,Alta,Sofia,Manual
PROC02900,2024-01-02 10:30:00,Inventario,Web,39.7,80.67,0,Alta,Ana,Manual
PROC02901,2024-01-01 05:59:00,Inventario,API,10.1,13.63,1,Baja,María,Manual
PROC02902,2024-01-01 19:01:00,Logística,API,10.6,132.45,1,Urgente,Sofia,Manual
PROC02903,2024-01-02 03:15:00,Soporte,Email,19.0,311.55,0,Media,Ana,Manual
PROC02904,2024-01-03 18:40:00,Logística,Sistema,0.7,31.19,0,Baja,Ana,Manual
PROC02905,2024-01-03 08:01:00,Inventario,API,46.7,35.71,1,Media,Sofia,Manual
PROC02906,2024-01-05 13:43:00,Pagos,Web,11.4,47.46,0,Alta,Juan,Automático
PROC02907,2024-01-06 10:35:00,Facturación,Manual,57.7,73.52,3,Baja,Pedro,Revisión
PROC02908,2024-01-01 00:06:00,Soporte,API,48.7,33.5,0,Alta,Carlos,Manual
PROC02909,2024-01-03 06:27:00,Pagos,API,32.5,185.14,0,Alta,Carlos,Manual
PROC02910,2024-01-05 13:24:00,Facturación,Web,11.8,232.92,1,Baja,Pedro,Manual
PROC02911,2024-01-07 19:03:00,Inventario,API,21.8,88.93,0,Alta,Pedro,Manual
PROC02912,2024-01-04 10:08:00,Facturación,Web,17.7,77.36,0,Alta,María,Manual
PROC02913,2024-01-02 19:26:00,Inventario,Manual,12.4,15.61,0,Baja,Pedro,Manual
PROC02914,2024-01-05 02:26:00,Inventario,API,56.5,28.55,1,Baja,María,Manual
PROC02915,2024-01-03 06:33:00,Pagos,Email,19.8,8.44,1,Baja,Pedro,Manual
PROC02916,2024-01-06 06:51:00,Logística,API,53.6,49.42,1,Baja,María,Manual
PROC02917,2024-01-01 15:13:00,Facturación,Web,3.3,57.28,0,Alta,Pedro,Manual
PROC02918,2024-01-02 09:31:00,Pagos,Email,4.6,123.82,0,Baja,Pedro,Manual
PROC02919,2024-01-02 00:02:00,Pagos,API,113.6,89.64,0,Urgente,Carlos,Manual
PROC02920,2024-01-04 20:26:00,Inventario,Web,26.6,40.83,0,Urgente,Ana,Manual
PROC02921,2024-01-02 06:29:00,Logística,API,21.4,128.59,0,Baja,Ana,Manual
PROC02922,2024-01-07 02:07:00,Pagos,API,22.2,345.08,2,Media,María,Manual
PROC02923,2024-01-05 11:48:00,Inventario,Manual,7.3,133.29,0,Media,Juan,Manual
PROC02924,2024-01-01 15:29:00,Facturación,API,38.1,53.39,0,Media,Sofia,Manual
PROC02925,2024-01-03 13:39:00,Soporte,Manual,2.7,96.93,0,Baja,Carlos,Manual
PROC02926,2024-01-07 16:55:00,Pagos,Web,25.6,32.64,0,Baja,Pedro,Manual
PROC02927,2024-01-01 17:34:00,Inventario,API,25.4,29.47,0,Baja,Carlos,Manual
PROC02928,2024-01-04 23:44:00,Facturación,Sistema,73.7,244.83,1,Baja,Juan,Manual
PROC02929,2024-01-02 07:40:00,Facturación,Manual,22.4,98.09,0,Alta,Carlos,Manual
PROC02930,2024-01-07 16:49:00,Pagos,Web,4.4,163.11,1,Baja,Juan,Manual
PROC02931,2024-01-05 20:20:00,Logística,Web,25.5,65.5,0,Baja,Sofia,Manual
PROC02932,2024-01-05 21:49:00,Pagos,Web,2.9,29.28,0,Media,Juan,Automático
PROC02933,2024-01-07 15:51:00,Soporte,Manual,6.8,24.17,2,Baja,Juan,Manual
PROC02934,2024-01-03 08:55:00,Pagos,Manual,0.9,37.39,1,Baja,Juan,Manual
PROC02935,2024-01-01 07:22:00,Pagos,Manual,21.6,107.84,1,Media,Juan,Manual
PROC02936,2024-01-05 07:38:00,Facturación,API,2.6,19.44,0,Media,Pedro,Automático
PROC02937,2024-01-04 05:32:00,Logística,Manual,19.0,83.31,1,Baja,Carlos,Manual
PROC02938,2024-01-06 12:19:00,Facturación,API,81.1,118.24,0,Media,Ana,Manual
PROC02939,2024-01-06 10:33:00,Logística,Web,38.2,28.26,0,Media,Ana,Manual
PROC02940,2024-01-07 12:10:00,Soporte,API,2.4,343.82,0,Media,Pedro,Manual
PROC02941,2024-01-06 06:37:00,Soporte,Sistema,7.6,149.67,0,Media,María,Manual
PROC02942,2024-01-04 02:18:00,Pagos,Manual,33.6,73.26,0,Baja,Sofia,Manual
PROC02943,2024-01-05 13:51:00,Inventario,API,67.5,43.24,1,Media,Juan,Manual
PROC02944,2024-01-07 13:29:00,Logística,API,1.0,100.71,1,Alta,Carlos,Manual
PROC02945,2024-01-02 14:29:00,Facturación,Email,50.2,98.33,0,Alta,Juan,Manual
PROC02946,2024-01-05 08:28:00,Inventario,API,24.8,84.71,2,Alta,Juan,Manual
PROC02947,2024-01-01 15:10:00,Facturación,Web,23.7,103.47,1,Media,Ana,Manual
PROC02948,2024-01-04 00:20:00,Pagos,Sistema,95.0,34.37,0,Media,Juan,Manual
PROC02949,2024-01-03 18:49:00,Facturación,Email,41.3,132.83,0,Media,Carlos,Manual
PROC02950,2024-01-05 14:28:00,Facturación,Web,56.9,22.52,1,Alta,Carlos,Manual
PROC02951,2024-01-02 12:09:00,Pagos,API,13.1,9.4,1,Alta,Ana,Manual
PROC02952,2024-01-02 12:12:00,Pagos,API,24.2,122.64,0,Baja,Pedro,Manual
PROC02953,2024-01-04 22:28:00,Inventario,Web,28.7,105.81,0,Baja,Ana,Manual
PROC02954,2024-01-05 09:13:00,Facturación,Sistema,11.6,79.19,0,Baja,Ana,Manual
PROC02955,2024-01-06 18:35:00,Pagos,API,25.3,47.48,0,Baja,Juan,Manual
PROC02956,2024-01-06 13:56:00,Facturación,Email,8.1,54.99,1,Urgente,María,Manual
PROC02957,2024-01-05 17:09:00,Inventario,Web,4.6,33.28,0,Baja,Sofia,Automático
PROC02958,2024-01-01 13:05:00,Inventario,API,14.1,97.11,0,Baja,Pedro,Manual
PROC02959,2024-01-05 06:19:00,Inventario,Web,40.3,7.47,1,Alta,Pedro,Manual
PROC02960,2024-01-05 09:44:00,Inventario,Manual,74.4,12.81,3,Baja,Pedro,Revisión
PROC02961,2024-01-02 16:16:00,Pagos,API,18.4,34.76,0,Baja,Juan,Automático
PROC02962,2024-01-07 05:48:00,Logística,API,30.9,88.58,0,Media,Ana,Manual
PROC02963,2024-01-03 21:14:00,Pagos,Web,3.3,74.41,0,Media,Sofia,Manual
PROC02964,2024-01-04 21:39:00,Pagos,Web,70.4,194.54,1,Baja,Juan,Manual
PROC02965,2024-01-02 08:16:00,Inventario,Web,25.2,64.27,0,Media,Carlos,Manual
PROC02966,2024-01-03 15:27:00,Facturación,Web,45.5,140.39,1,Baja,María,Manual
PROC02967,2024-01-05 23:11:00,Inventario,API,47.5,85.26,0,Media,María,Manual
PROC02968,2024-01-07 14:13:00,Inventario,API,8.9,9.13,0,Media,Sofia,Automático
PROC02969,2024-01-03 05:56:00,Pagos,API,22.6,29.28,1,Alta,Juan,Manual
PROC02970,2024-01-02 15:12:00,Facturación,API,96.9,33.29,1,Media,Ana,Manual
PROC02971,2024-01-02 08:12:00,Facturación,Web,2.8,40.98,0,Media,Pedro,Automático
PROC02972,2024-01-06 22:36:00,Soporte,Web,34.5,59.04,1,Media,Sofia,Manual
PROC02973,2024-01-04 09:56:00,Inventario,Web,98.3,165.9,0,Baja,Sofia,Manual
PROC02974,2024-01-04 19:38:00,Facturación,Manual,10.7,68.14,1,Baja,Carlos,Manual
PROC02975,2024-01-01 15:46:00,Pagos,API,59.3,45.59,2,Alta,Carlos,Manual
PROC02976,2024-01-07 15:29:00,Inventario,Web,81.4,146.98,1,Baja,Sofia,Manual
PROC02977,2024-01-01 23:59:00,Logística,Web,41.2,146.23,2,Media,María,Manual
PROC02978,2024-01-06 08:50:00,Facturación,Email,7.9,5.56,0,Baja,Sofia,Manual
PROC02979,2024-01-04 08:57:00,Facturación,Manual,12.2,73.87,1,Alta,Ana,Manual
PROC02980,2024-01-01 05:40:00,Logística,Manual,1.1,180.62,1,Urgente,Pedro,Manual
PROC02981,2024-01-01 06:22:00,Facturación,API,53.4,65.08,1,Baja,María,Manual
PROC02982,2024-01-07 18:28:00,Facturación,Web,56.8,30.61,0,Media,Ana,Manual
PROC02983,2024-01-06 21:31:00,Soporte,Sistema,30.0,139.48,2,Media,Pedro,Manual
PROC02984,2024-01-01 02:18:00,Inventario,Manual,13.0,26.56,0,Alta,Juan,Manual
PROC02985,2024-01-01 05:58:00,Facturación,Web,2.4,86.19,2,Baja,Ana,Manual
PROC02986,2024-01-04 10:11:00,Facturación,Manual,42.0,64.52,1,Media,Sofia,Manual
PROC02987,2024-01-07 17:54:00,Facturación,Manual,38.9,15.55,2,Media,Sofia,Manual
PROC02988,2024-01-03 09:36:00,Facturación,Web,73.1,160.23,0,Baja,Carlos,Manual
PROC02989,2024-01-02 03:07:00,Logística,API,39.3,102.83,0,Baja,Ana,Manual
PROC02990,2024-01-07 14:15:00,Pagos,Web,52.9,199.53,2,Baja,Ana,Manual
PROC02991,2024-01-05 14:26:00,Inventario,Web,41.1,74.07,0,Alta,Sofia,Manual
PROC02992,2024-01-04 11:24:00,Soporte,Manual,29.9,32.79,1,Baja,Sofia,Manual
PROC02993,2024-01-07 11:26:00,Pagos,Web,16.7,17.1,0,Media,Ana,Automático
PROC02994,2024-01-05 14:52:00,Facturación,Manual,69.7,148.26,0,Baja,Pedro,Manual
PROC02995,2024-01-05 10:56:00,Pagos,Sistema,31.6,29.9,1,Baja,Pedro,Manual
PROC02996,2024-01-03 04:50:00,Soporte,Web,15.2,342.61,0,Media,Juan,Manual
PROC02997,2024-01-03 15:55:00,Logística,API,2.6,251.71,0,Alta,Juan,Manual
PROC02998,2024-01-06 13:37:00,Facturación,Manual,10.3,79.81,0,Media,Pedro,Manual
PROC02999,2024-01-02 11:51:00,Inventario,Manual,23.5,60.77,0,Alta,Pedro,Manual
PROC03000,2024-01-07 13:09:00,Inventario,Manual,9.7,40.67,0,Media,María,Manual
PROC03001,2024-01-05 19:05:00,Soporte,Web,7.5,45.18,0,Media,Ana,Automático
PROC03002,2024-01-02 23:14:00,Facturación,API,22.5,302.33,1,Media,Ana,Manual
PROC03003,2024-01-07 09:10:00,Pagos,API,5.6,53.32,0,Alta,Carlos,Manual
PROC03004,2024-01-02 18:47:00,Logística,Sistema,48.3,108.24,1,Media,Pedro,Manual
PROC03005,2024-01-01 21:47:00,Pagos,Web,19.9,114.21,0,Media,Pedro,Manual
PROC03006,2024-01-07 03:28:00,Pagos,Email,25.6,154.15,0,Media,Juan,Manual
PROC03007,2024-01-02 20:20:00,Facturación,Web,4.8,101.74,1,Baja,Sofia,Manual
PROC03008,2024-01-03 14:10:00,Facturación,Sistema,11.8,74.71,0,Baja,Juan,Manual
PROC03009,2024-01-05 07:27:00,Pagos,Manual,15.8,37.25,0,Baja,Sofia,Manual
PROC03010,2024-01-03 04:42:00,Soporte,API,49.5,112.08,1,Media,Ana,Manual
PROC03011,2024-01-01 19:00:00,Facturación,API,44.1,95.52,1,Baja,Ana,Manual
PROC03012,2024-01-06 20:58:00,Pagos,Web,7.6,52.46,0,Baja,Sofia,Manual
PROC03013,2024-01-02 04:28:00,Inventario,Web,28.7,105.23,0,Alta,Pedro,Manual
PROC03014,2024-01-03 12:30:00,Facturación,Web,8.4,69.86,0,Media,Ana,Manual
PROC03015,2024-01-03 05:31:00,Pagos,Web,133.3,95.54,0,Baja,Pedro,Manual
PROC03016,2024-01-05 12:58:00,Inventario,Web,91.2,128.09,0,Alta,Carlos,Manual
PROC03017,2024-01-07 17:42:00,Logística,Manual,24.9,85.5,1,Baja,Carlos,Manual
PROC03018,2024-01-01 07:55:00,Inventario,API,36.0,136.74,0,Media,María,Manual
PROC03019,2024-01-06 08:04:00,Inventario,Web,48.5,84.33,1,Media,Juan,Manual
PROC03020,2024-01-07 08:48:00,Facturación,Email,38.3,154.07,1,Baja,María,Manual
PROC03021,2024-01-01 20:07:00,Soporte,API,36.1,58.41,0,Baja,Carlos,Manual
PROC03022,2024-01-02 08:40:00,Facturación,Sistema,95.5,30.84,0,Baja,Ana,Manual
PROC03023,2024-01-01 09:17:00,Logística,Manual,27.2,92.14,0,Baja,Juan,Manual
PROC03024,2024-01-01 14:42:00,Facturación,Web,30.3,228.91,1,Baja,Juan,Manual
PROC03025,2024-01-04 07:21:00,Soporte,API,56.8,143.52,1,Urgente,María,Manual
PROC03026,2024-01-05 01:47:00,Inventario,API,33.2,227.08,0,Media,Juan,Manual
PROC03027,2024-01-05 20:03:00,Logística,Web,39.6,52.09,1,Alta,Carlos,Manual
PROC03028,2024-01-05 23:26:00,Facturación,Web,8.0,74.43,0,Media,Ana,Manual
PROC03029,2024-01-06 12:09:00,Pagos,Web,13.9,32.46,0,Media,María,Automático
PROC03030,2024-01-04 17:07:00,Inventario,Web,4.8,24.24,1,Baja,Ana,Manual
PROC03031,2024-01-06 01:09:00,Logística,API,21.1,206.25,0,Baja,Sofia,Manual
PROC03032,2024-01-07 19:22:00,Facturación,API,18.2,192.42,1,Media,María,Manual
PROC03033,2024-01-06 15:25:00,Soporte,Web,175.9,119.94,1,Alta,Sofia,Manual
PROC03034,2024-01-02 16:54:00,Logística,Manual,28.3,52.71,2,Baja,Pedro,Manual
PROC03035,2024-01-04 02:54:00,Facturación,API,46.3,130.55,0,Media,Juan,Manual
PROC03036,2024-01-02 08:26:00,Logística,Web,12.2,181.59,2,Baja,Pedro,Manual
PROC03037,2024-01-02 22:48:00,Pagos,Web,53.4,246.2,1,Media,Sofia,Manual
PROC03038,2024-01-05 14:42:00,Pagos,Web,28.6,18.95,0,Media,Juan,Manual
PROC03039,2024-01-03 15:45:00,Pagos,API,35.8,59.34,0,Media,Pedro,Manual
PROC03040,2024-01-03 10:56:00,Inventario,Web,10.5,54.67,0,Baja,Ana,Manual
PROC03041,2024-01-05 05:08:00,Inventario,API,23.9,66.85,0,Baja,Carlos,Manual
PROC03042,2024-01-03 15:22:00,Pagos,API,30.2,113.75,0,Media,María,Manual
PROC03043,2024-01-04 06:19:00,Inventario,API,26.7,9.92,1,Urgente,Juan,Manual
PROC03044,2024-01-02 08:50:00,Inventario,Web,74.0,51.67,0,Baja,María,Manual
PROC03045,2024-01-05 00:46:00,Inventario,Web,68.6,56.06,1,Media,Carlos,Manual
PROC03046,2024-01-05 06:22:00,Facturación,API,106.2,83.71,0,Media,Pedro,Manual
PROC03047,2024-01-02 22:59:00,Logística,Email,33.0,91.94,1,Baja,Ana,Manual
PROC03048,2024-01-07 07:34:00,Pagos,Manual,107.2,65.98,0,Alta,Sofia,Manual
PROC03049,2024-01-01 06:04:00,Facturación,API,53.6,280.74,0,Baja,María,Manual
PROC03050,2024-01-03 22:58:00,Facturación,API,9.5,70.91,0,Media,Sofia,Manual
PROC03051,2024-01-03 03:59:00,Pagos,API,16.7,112.95,1,Media,Pedro,Manual
PROC03052,2024-01-02 07:03:00,Logística,Email,8.2,127.63,0,Media,Sofia,Manual
PROC03053,2024-01-01 01:55:00,Pagos,Web,0.1,35.89,1,Baja,Juan,Manual
PROC03054,2024-01-05 22:04:00,Inventario,Sistema,6.2,37.72,0,Alta,María,Manual
PROC03055,2024-01-06 13:36:00,Facturación,Manual,0.1,129.26,0,Baja,María,Manual
PROC03056,2024-01-02 15:44:00,Pagos,Manual,38.2,194.04,0,Media,Juan,Manual
PROC03057,2024-01-03 17:35:00,Soporte,Web,16.6,245.17,1,Alta,Carlos,Manual
PROC03058,2024-01-06 09:02:00,Logística,API,11.2,36.87,0,Media,Pedro,Automático
PROC03059,2024-01-04 18:42:00,Facturación,API,43.0,159.77,0,Baja,Sofia,Manual
PROC03060,2024-01-02 17:30:00,Pagos,Web,53.6,78.81,0,Urgente,Sofia,Manual
PROC03061,2024-01-05 20:20:00,Facturación,Web,111.0,192.07,2,Baja,María,Manual
PROC03062,2024-01-07 08:14:00,Pagos,Email,30.8,104.12,0,Alta,Pedro,Manual
PROC03063,2024-01-06 07:41:00,Logística,API,18.6,120.64,0,Baja,Sofia,Manual
PROC03064,2024-01-02 04:44:00,Logística,API,10.9,215.44,0,Baja,Ana,Manual
PROC03065,2024-01-06 16:22:00,Facturación,Web,7.5,230.4,2,Baja,Pedro,Manual
PROC03066,2024-01-02 22:07:00,Soporte,Manual,7.2,88.72,0,Baja,Pedro,Manual
PROC03067,2024-01-01 18:57:00,Inventario,Manual,15.8,16.59,0,Baja,Sofia,Manual
PROC03068,2024-01-03 20:37:00,Pagos,API,144.1,43.7,0,Baja,Juan,Manual
PROC03069,2024-01-03 09:00:00,Pagos,API,0.0,307.91,0,Urgente,Sofia,Manual
PROC03070,2024-01-05 01:25:00,Inventario,API,6.6,125.03,0,Alta,Pedro,Manual
PROC03071,2024-01-04 07:38:00,Inventario,API,6.3,37.04,0,Baja,Sofia,Automático
PROC03072,2024-01-03 17:06:00,Pagos,Web,37.9,49.63,0,Baja,Sofia,Manual
PROC03073,2024-01-03 12:37:00,Pagos,Email,13.0,172.31,0,Media,Carlos,Manual
PROC03074,2024-01-03 01:13:00,Facturación,API,18.3,276.18,2,Baja,Pedro,Manual
PROC03075,2024-01-05 02:49:00,Logística,Web,4.8,82.57,0,Alta,Ana,Manual
PROC03076,2024-01-01 04:36:00,Pagos,API,15.6,192.39,0,Media,Sofia,Manual
PROC03077,2024-01-02 09:19:00,Facturación,Manual,3.3,158.02,3,Media,Pedro,Revisión
PROC03078,2024-01-01 20:27:00,Logística,Web,22.8,105.11,0,Media,Sofia,Manual
PROC03079,2024-01-05 09:37:00,Soporte,Web,3.1,136.67,0,Media,Juan,Manual
PROC03080,2024-01-03 14:15:00,Soporte,Manual,46.9,101.81,0,Baja,Ana,Manual
PROC03081,2024-01-01 11:35:00,Pagos,Web,25.1,197.05,1,Baja,Juan,Manual
PROC03082,2024-01-07 14:21:00,Facturación,Manual,38.6,142.14,1,Baja,Sofia,Manual
PROC03083,2024-01-03 21:12:00,Pagos,Web,16.3,19.0,0,Media,Carlos,Automático
PROC03084,2024-01-06 11:41:00,Facturación,Manual,14.4,70.29,1,Media,Carlos,Manual
PROC03085,2024-01-06 04:30:00,Soporte,Web,3.1,36.61,2,Alta,Juan,Manual
PROC03086,2024-01-06 05:37:00,Facturación,Web,22.3,90.06,0,Baja,Carlos,Manual
PROC03087,2024-01-02 23:21:00,Facturación,Email,21.7,67.2,0,Media,Sofia,Manual
PROC03088,2024-01-03 22:08:00,Pagos,API,18.9,48.47,1,Baja,Juan,Manual
