id,clasificacion,puntuacion,razon_principal
PROC02431,Manual,0,Proceso estándar
PROC02432,Manual,0,Proceso estándar
PROC02433,Manual,0,Proceso estándar
PROC02434,Manual,0,Proceso estándar
PROC02435,Manual,0,Proceso estándar
PROC02436,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02437,Manual,0,Proceso estándar
PROC02438,Manual,0,Proceso estándar
PROC02439,Manual,0,Proceso estándar
PROC02440,Manual,0,Proceso estándar
PROC02441,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02442,Manual,0,Proceso estándar
PROC02443,Revisión,2,Múltiples errores (3)
PROC02444,Manual,0,Proceso estándar
PROC02445,Manual,0,Proceso estándar
PROC02446,Manual,0,Proceso estándar
PROC02447,Manual,0,Proceso estándar
PROC02448,Manual,0,Proceso estándar
PROC02449,Manual,0,Proceso estándar
PROC02450,Manual,0,Proceso estándar
PROC02451,Manual,0,Proceso estándar
PROC02452,Manual,0,Proceso estándar
PROC02453,Manual,0,Proceso estándar
PROC02454,Manual,0,Proceso estándar
PROC02455,Manual,0,Proceso estándar
PROC02456,Manual,0,Proceso estándar
PROC02457,Manual,0,Proceso estándar
PROC02458,Manual,0,Proceso estándar
PROC02459,Manual,0,Proceso estándar
PROC02460,Manual,0,Proceso estándar
PROC02461,Manual,0,Proceso estándar
PROC02462,Revisión,2,Múltiples errores (2)
PROC02463,Manual,0,Proceso estándar
PROC02464,Manual,0,Proceso estándar
PROC02465,Manual,0,Proceso estándar
PROC02466,Manual,0,Proceso estándar
PROC02467,Revisión,2,Múltiples errores (2)
PROC02468,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02469,Manual,0,Proceso estándar
PROC02470,Revisión,2,Múltiples errores (2)
PROC02471,Manual,0,Proceso estándar
PROC02472,Manual,0,Proceso estándar
PROC02473,Manual,0,Proceso estándar
PROC02474,Manual,0,Proceso estándar
PROC02475,Manual,0,Proceso estándar
PROC02476,Manual,0,Proceso estándar
PROC02477,Manual,0,Proceso estándar
PROC02478,Manual,0,Proceso estándar
PROC02479,Manual,0,Proceso estándar
PROC02480,Manual,0,Proceso estándar
PROC02481,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02482,Manual,0,Proceso estándar
PROC02483,Manual,0,Proceso estándar
PROC02484,Manual,0,Proceso estándar
PROC02485,Manual,0,Proceso estándar
PROC02486,Manual,0,Proceso estándar
PROC02487,Manual,0,Proceso estándar
PROC02488,Manual,0,Proceso estándar
PROC02489,Manual,0,Proceso estándar
PROC02490,Revisión,2,Múltiples errores (2)
PROC02491,Manual,0,Proceso estándar
PROC02492,Manual,0,Proceso estándar
PROC02493,Manual,0,Proceso estándar
PROC02494,Manual,0,Proceso estándar
PROC02495,Manual,0,Proceso estándar
PROC02496,Manual,0,Proceso estándar
PROC02497,Manual,0,Proceso estándar
PROC02498,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02499,Manual,0,Proceso estándar
PROC02500,Manual,1,Prioridad Urgente
PROC02501,Manual,0,Proceso estándar
PROC02502,Manual,0,Proceso estándar
PROC02503,Manual,0,Proceso estándar
PROC02504,Manual,0,Proceso estándar
PROC02505,Manual,0,Proceso estándar
PROC02506,Manual,0,Proceso estándar
PROC02507,Manual,0,Proceso estándar
PROC02508,Manual,0,Proceso estándar
PROC02509,Manual,0,Proceso estándar
PROC02510,Manual,0,Proceso estándar
PROC02511,Manual,0,Proceso estándar
PROC02512,Manual,0,Proceso estándar
PROC02513,Manual,0,Proceso estándar
PROC02514,Manual,0,Proceso estándar
PROC02515,Manual,0,Proceso estándar
PROC02516,Manual,0,Proceso estándar
PROC02517,Manual,0,Proceso estándar
PROC02518,Revisión,2,Múltiples errores (2)
PROC02519,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02520,Manual,0,Proceso estándar
PROC02521,Manual,0,Proceso estándar
PROC02522,Manual,0,Proceso estándar
PROC02523,Manual,0,Proceso estándar
PROC02524,Manual,0,Proceso estándar
PROC02525,Manual,0,Proceso estándar
PROC02526,Revisión,2,Múltiples errores (2)
PROC02527,Manual,0,Proceso estándar
PROC02528,Manual,0,Proceso estándar
PROC02529,Manual,0,Proceso estándar
PROC02530,Manual,1,Prioridad Urgente
PROC02531,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02532,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02533,Manual,0,Proceso estándar
PROC02534,Manual,0,Proceso estándar
PROC02535,Manual,0,Proceso estándar
PROC02536,Manual,0,Proceso estándar
PROC02537,Manual,1,Prioridad Urgente
PROC02538,Manual,0,Proceso estándar
PROC02539,Revisión,2,Múltiples errores (2)
PROC02540,Manual,0,Proceso estándar
PROC02541,Manual,0,Proceso estándar
PROC02542,Manual,0,Proceso estándar
PROC02543,Manual,0,Proceso estándar
PROC02544,Manual,0,Proceso estándar
PROC02545,Manual,0,Proceso estándar
PROC02546,Manual,0,Proceso estándar
PROC02547,Manual,0,Proceso estándar
PROC02548,Manual,0,Proceso estándar
PROC02549,Manual,0,Proceso estándar
PROC02550,Manual,0,Proceso estándar
PROC02551,Manual,0,Proceso estándar
PROC02552,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02553,Manual,0,Proceso estándar
PROC02554,Manual,0,Proceso estándar
PROC02555,Manual,0,Proceso estándar
PROC02556,Manual,0,Proceso estándar
PROC02557,Manual,1,Prioridad Urgente
PROC02558,Manual,0,Proceso estándar
PROC02559,Manual,0,Proceso estándar
PROC02560,Manual,0,Proceso estándar
PROC02561,Revisión,2,Múltiples errores (2)
PROC02562,Manual,0,Proceso estándar
PROC02563,Manual,0,Proceso estándar
PROC02564,Manual,0,Proceso estándar
PROC02565,Manual,0,Proceso estándar
PROC02566,Manual,0,Proceso estándar
PROC02567,Manual,0,Proceso estándar
PROC02568,Revisión,2,Múltiples errores (3)
PROC02569,Manual,0,Proceso estándar
PROC02570,Manual,0,Proceso estándar
PROC02571,Manual,0,Proceso estándar
PROC02572,Manual,0,Proceso estándar
PROC02573,Revisión,2,Múltiples errores (2)
PROC02574,Manual,1,Prioridad Urgente
PROC02575,Manual,0,Proceso estándar
PROC02576,Manual,0,Proceso estándar
PROC02577,Revisión,2,Múltiples errores (2)
PROC02578,Manual,0,Proceso estándar
PROC02579,Manual,0,Proceso estándar
PROC02580,Manual,0,Proceso estándar
PROC02581,Manual,0,Proceso estándar
PROC02582,Manual,0,Proceso estándar
PROC02583,Manual,0,Proceso estándar
PROC02584,Manual,0,Proceso estándar
PROC02585,Manual,0,Proceso estándar
PROC02586,Manual,0,Proceso estándar
PROC02587,Manual,0,Proceso estándar
PROC02588,Manual,0,Proceso estándar
PROC02589,Manual,0,Proceso estándar
PROC02590,Manual,0,Proceso estándar
PROC02591,Manual,0,Proceso estándar
PROC02592,Revisión,2,Múltiples errores (2)
PROC02593,Manual,0,Proceso estándar
PROC02594,Manual,0,Proceso estándar
PROC02595,Manual,1,Prioridad Urgente
PROC02596,Revisión,3,Múltiples errores (2)
PROC02597,Manual,0,Proceso estándar
PROC02598,Manual,0,Proceso estándar
PROC02599,Manual,0,Proceso estándar
PROC02600,Manual,0,Proceso estándar
PROC02601,Revisión,2,Múltiples errores (2)
PROC02602,Manual,0,Proceso estándar
PROC02603,Manual,0,Proceso estándar
PROC02604,Manual,0,Proceso estándar
PROC02605,Manual,0,Proceso estándar
PROC02606,Revisión,3,Múltiples errores (2)
PROC02607,Manual,0,Proceso estándar
PROC02608,Revisión,2,Múltiples errores (2)
PROC02609,Manual,0,Proceso estándar
PROC02610,Manual,0,Proceso estándar
PROC02611,Manual,0,Proceso estándar
PROC02612,Manual,0,Proceso estándar
PROC02613,Manual,0,Proceso estándar
PROC02614,Manual,0,Proceso estándar
PROC02615,Manual,0,Proceso estándar
PROC02616,Manual,0,Proceso estándar
PROC02617,Manual,0,Proceso estándar
PROC02618,Manual,0,Proceso estándar
PROC02619,Manual,0,Proceso estándar
PROC02620,Manual,0,Proceso estándar
PROC02621,Manual,0,Proceso estándar
PROC02622,Manual,0,Proceso estándar
PROC02623,Manual,0,Proceso estándar
PROC02624,Revisión,2,Múltiples errores (3)
PROC02625,Revisión,2,Múltiples errores (2)
PROC02626,Manual,0,Proceso estándar
PROC02627,Manual,0,Proceso estándar
PROC02628,Manual,0,Proceso estándar
PROC02629,Manual,0,Proceso estándar
PROC02630,Revisión,2,Múltiples errores (2)
PROC02631,Manual,0,Proceso estándar
PROC02632,Manual,0,Proceso estándar
PROC02633,Manual,0,Proceso estándar
PROC02634,Manual,0,Proceso estándar
PROC02635,Manual,0,Proceso estándar
PROC02636,Revisión,2,Múltiples errores (2)
PROC02637,Manual,0,Proceso estándar
PROC02638,Revisión,2,Múltiples errores (2)
PROC02639,Manual,0,Proceso estándar
PROC02640,Manual,0,Proceso estándar
PROC02641,Manual,0,Proceso estándar
PROC02642,Manual,0,Proceso estándar
PROC02643,Manual,0,Proceso estándar
PROC02644,Manual,0,Proceso estándar
PROC02645,Revisión,2,Múltiples errores (3)
PROC02646,Manual,0,Proceso estándar
PROC02647,Manual,0,Proceso estándar
PROC02648,Revisión,2,Múltiples errores (2)
PROC02649,Manual,0,Proceso estándar
PROC02650,Revisión,2,Múltiples errores (2)
PROC02651,Manual,0,Proceso estándar
PROC02652,Manual,0,Proceso estándar
PROC02653,Manual,0,Proceso estándar
PROC02654,Manual,0,Proceso estándar
PROC02655,Manual,0,Proceso estándar
PROC02656,Manual,0,Proceso estándar
PROC02657,Manual,0,Proceso estándar
PROC02658,Revisión,2,Múltiples errores (2)
PROC02659,Manual,0,Proceso estándar
PROC02660,Manual,0,Proceso estándar
PROC02661,Manual,0,Proceso estándar
PROC02662,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02663,Manual,0,Proceso estándar
PROC02664,Manual,0,Proceso estándar
PROC02665,Manual,0,Proceso estándar
PROC02666,Manual,0,Proceso estándar
PROC02667,Manual,0,Proceso estándar
PROC02668,Manual,0,Proceso estándar
PROC02669,Manual,0,Proceso estándar
PROC02670,Manual,0,Proceso estándar
PROC02671,Manual,0,Proceso estándar
PROC02672,Manual,0,Proceso estándar
PROC02673,Manual,0,Proceso estándar
PROC02674,Manual,0,Proceso estándar
PROC02675,Manual,0,Proceso estándar
PROC02676,Manual,0,Proceso estándar
PROC02677,Manual,0,Proceso estándar
PROC02678,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02679,Manual,0,Proceso estándar
PROC02680,Manual,0,Proceso estándar
PROC02681,Manual,0,Proceso estándar
PROC02682,Manual,1,Prioridad Urgente
PROC02683,Manual,0,Proceso estándar
PROC02684,Manual,0,Proceso estándar
PROC02685,Manual,0,Proceso estándar
PROC02686,Manual,0,Proceso estándar
PROC02687,Revisión,2,Múltiples errores (2)
PROC02688,Manual,0,Proceso estándar
PROC02689,Manual,0,Proceso estándar
PROC02690,Manual,0,Proceso estándar
PROC02691,Manual,0,Proceso estándar
PROC02692,Revisión,2,Múltiples errores (2)
PROC02693,Manual,0,Proceso estándar
PROC02694,Manual,0,Proceso estándar
PROC02695,Manual,0,Proceso estándar
PROC02696,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02697,Manual,0,Proceso estándar
PROC02698,Manual,0,Proceso estándar
PROC02699,Manual,0,Proceso estándar
PROC02700,Manual,0,Proceso estándar
PROC02701,Manual,0,Proceso estándar
PROC02702,Manual,0,Proceso estándar
PROC02703,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02704,Manual,0,Proceso estándar
PROC02705,Manual,0,Proceso estándar
PROC02706,Manual,0,Proceso estándar
PROC02707,Manual,0,Proceso estándar
PROC02708,Manual,0,Proceso estándar
PROC02709,Manual,0,Proceso estándar
PROC02710,Manual,0,Proceso estándar
PROC02711,Manual,0,Proceso estándar
PROC02712,Manual,0,Proceso estándar
PROC02713,Manual,0,Proceso estándar
PROC02714,Manual,0,Proceso estándar
PROC02715,Manual,0,Proceso estándar
PROC02716,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02717,Manual,0,Proceso estándar
PROC02718,Manual,0,Proceso estándar
PROC02719,Manual,0,Proceso estándar
PROC02720,Manual,0,Proceso estándar
PROC02721,Manual,0,Proceso estándar
PROC02722,Manual,0,Proceso estándar
PROC02723,Manual,0,Proceso estándar
PROC02724,Manual,0,Proceso estándar
PROC02725,Manual,0,Proceso estándar
PROC02726,Manual,0,Proceso estándar
PROC02727,Manual,0,Proceso estándar
PROC02728,Manual,0,Proceso estándar
PROC02729,Manual,0,Proceso estándar
PROC02730,Manual,1,Prioridad Urgente
PROC02731,Manual,0,Proceso estándar
PROC02732,Manual,0,Proceso estándar
PROC02733,Manual,0,Proceso estándar
PROC02734,Manual,0,Proceso estándar
PROC02735,Manual,0,Proceso estándar
PROC02736,Manual,0,Proceso estándar
PROC02737,Manual,0,Proceso estándar
PROC02738,Manual,0,Proceso estándar
PROC02739,Manual,0,Proceso estándar
PROC02740,Manual,0,Proceso estándar
PROC02741,Manual,1,Prioridad Urgente
PROC02742,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02743,Manual,0,Proceso estándar
PROC02744,Manual,0,Proceso estándar
PROC02745,Manual,0,Proceso estándar
PROC02746,Manual,1,Prioridad Urgente
PROC02747,Manual,1,Prioridad Urgente
PROC02748,Manual,0,Proceso estándar
PROC02749,Manual,0,Proceso estándar
PROC02750,Manual,0,Proceso estándar
PROC02751,Manual,0,Proceso estándar
PROC02752,Manual,0,Proceso estándar
PROC02753,Manual,0,Proceso estándar
PROC02754,Manual,0,Proceso estándar
PROC02755,Manual,0,Proceso estándar
PROC02756,Manual,0,Proceso estándar
PROC02757,Manual,0,Proceso estándar
PROC02758,Manual,0,Proceso estándar
PROC02759,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02760,Manual,0,Proceso estándar
PROC02761,Manual,0,Proceso estándar
PROC02762,Manual,0,Proceso estándar
PROC02763,Manual,0,Proceso estándar
PROC02764,Revisión,2,Múltiples errores (3)
PROC02765,Manual,0,Proceso estándar
PROC02766,Manual,0,Proceso estándar
PROC02767,Manual,0,Proceso estándar
PROC02768,Manual,0,Proceso estándar
PROC02769,Manual,0,Proceso estándar
PROC02770,Revisión,2,Múltiples errores (2)
PROC02771,Manual,0,Proceso estándar
PROC02772,Manual,0,Proceso estándar
PROC02773,Manual,0,Proceso estándar
PROC02774,Manual,0,Proceso estándar
PROC02775,Manual,0,Proceso estándar
PROC02776,Manual,0,Proceso estándar
PROC02777,Manual,0,Proceso estándar
PROC02778,Revisión,2,Múltiples errores (2)
PROC02779,Revisión,2,Múltiples errores (2)
PROC02780,Manual,0,Proceso estándar
PROC02781,Manual,0,Proceso estándar
PROC02782,Manual,0,Proceso estándar
PROC02783,Manual,0,Proceso estándar
PROC02784,Manual,0,Proceso estándar
PROC02785,Revisión,3,Múltiples errores (2)
PROC02786,Manual,0,Proceso estándar
PROC02787,Manual,0,Proceso estándar
PROC02788,Manual,0,Proceso estándar
PROC02789,Manual,0,Proceso estándar
PROC02790,Manual,0,Proceso estándar
PROC02791,Manual,0,Proceso estándar
PROC02792,Manual,0,Proceso estándar
PROC02793,Manual,0,Proceso estándar
PROC02794,Manual,0,Proceso estándar
PROC02795,Manual,0,Proceso estándar
PROC02796,Manual,0,Proceso estándar
PROC02797,Manual,0,Proceso estándar
PROC02798,Manual,0,Proceso estándar
PROC02799,Manual,0,Proceso estándar
PROC02800,Revisión,2,Múltiples errores (2)
PROC02801,Manual,1,Prioridad Urgente
PROC02802,Manual,0,Proceso estándar
PROC02803,Manual,0,Proceso estándar
PROC02804,Manual,1,Prioridad Urgente
PROC02805,Manual,0,Proceso estándar
PROC02806,Manual,0,Proceso estándar
PROC02807,Manual,0,Proceso estándar
PROC02808,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02809,Revisión,2,Múltiples errores (3)
PROC02810,Manual,0,Proceso estándar
PROC02811,Manual,0,Proceso estándar
PROC02812,Manual,0,Proceso estándar
PROC02813,Manual,0,Proceso estándar
PROC02814,Revisión,2,Múltiples errores (3)
PROC02815,Manual,0,Proceso estándar
PROC02816,Revisión,2,Múltiples errores (2)
PROC02817,Manual,0,Proceso estándar
PROC02818,Manual,0,Proceso estándar
PROC02819,Manual,0,Proceso estándar
PROC02820,Manual,0,Proceso estándar
PROC02821,Manual,0,Proceso estándar
PROC02822,Manual,0,Proceso estándar
PROC02823,Manual,0,Proceso estándar
PROC02824,Manual,0,Proceso estándar
PROC02825,Manual,0,Proceso estándar
PROC02826,Revisión,2,Múltiples errores (2)
PROC02827,Revisión,2,Múltiples errores (2)
PROC02828,Manual,0,Proceso estándar
PROC02829,Manual,0,Proceso estándar
PROC02830,Manual,0,Proceso estándar
PROC02831,Manual,0,Proceso estándar
PROC02832,Manual,0,Proceso estándar
PROC02833,Manual,0,Proceso estándar
PROC02834,Manual,0,Proceso estándar
PROC02835,Manual,0,Proceso estándar
PROC02836,Manual,0,Proceso estándar
PROC02837,Manual,0,Proceso estándar
PROC02838,Manual,0,Proceso estándar
PROC02839,Manual,0,Proceso estándar
PROC02840,Manual,0,Proceso estándar
PROC02841,Manual,0,Proceso estándar
PROC02842,Manual,1,Prioridad Urgente
PROC02843,Revisión,2,Múltiples errores (2)
PROC02844,Manual,1,Prioridad Urgente
PROC02845,Manual,0,Proceso estándar
PROC02846,Revisión,2,Múltiples errores (2)
PROC02847,Manual,0,Proceso estándar
PROC02848,Manual,0,Proceso estándar
PROC02849,Manual,0,Proceso estándar
PROC02850,Manual,0,Proceso estándar
PROC02851,Manual,0,Proceso estándar
PROC02852,Manual,0,Proceso estándar
PROC02853,Manual,0,Proceso estándar
PROC02854,Manual,0,Proceso estándar
PROC02855,Manual,0,Proceso estándar
PROC02856,Manual,0,Proceso estándar
PROC02857,Manual,0,Proceso estándar
PROC02858,Manual,0,Proceso estándar
PROC02859,Manual,0,Proceso estándar
PROC02860,Manual,0,Proceso estándar
PROC02861,Manual,0,Proceso estándar
PROC02862,Manual,0,Proceso estándar
PROC02863,Manual,1,Prioridad Urgente
PROC02864,Revisión,2,Múltiples errores (4)
PROC02865,Manual,0,Proceso estándar
PROC02866,Revisión,2,Múltiples errores (2)
PROC02867,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02868,Manual,0,Proceso estándar
PROC02869,Manual,0,Proceso estándar
PROC02870,Manual,0,Proceso estándar
PROC02871,Manual,0,Proceso estándar
PROC02872,Manual,0,Proceso estándar
PROC02873,Manual,0,Proceso estándar
PROC02874,Manual,1,Prioridad Urgente
PROC02875,Manual,0,Proceso estándar
PROC02876,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02877,Manual,0,Proceso estándar
PROC02878,Manual,1,Prioridad Urgente
PROC02879,Manual,0,Proceso estándar
PROC02880,Manual,0,Proceso estándar
PROC02881,Manual,0,Proceso estándar
PROC02882,Manual,0,Proceso estándar
PROC02883,Manual,0,Proceso estándar
PROC02884,Manual,0,Proceso estándar
PROC02885,Manual,0,Proceso estándar
PROC02886,Manual,0,Proceso estándar
PROC02887,Manual,0,Proceso estándar
PROC02888,Revisión,2,Múltiples errores (2)
PROC02889,Manual,0,Proceso estándar
PROC02890,Manual,0,Proceso estándar
PROC02891,Manual,1,Prioridad Urgente
PROC02892,Revisión,2,Múltiples errores (2)
PROC02893,Manual,0,Proceso estándar
PROC02894,Manual,0,Proceso estándar
PROC02895,Manual,0,Proceso estándar
PROC02896,Manual,0,Proceso estándar
PROC02897,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02898,Manual,1,Prioridad Urgente
PROC02899,Manual,0,Proceso estándar
PROC02900,Manual,0,Proceso estándar
PROC02901,Manual,0,Proceso estándar
PROC02902,Manual,1,Prioridad Urgente
PROC02903,Manual,0,Proceso estándar
PROC02904,Manual,0,Proceso estándar
PROC02905,Manual,0,Proceso estándar
PROC02906,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02907,Revisión,2,Múltiples errores (3)
PROC02908,Manual,0,Proceso estándar
PROC02909,Manual,0,Proceso estándar
PROC02910,Manual,0,Proceso estándar
PROC02911,Manual,0,Proceso estándar
PROC02912,Manual,0,Proceso estándar
PROC02913,Manual,0,Proceso estándar
PROC02914,Manual,0,Proceso estándar
PROC02915,Manual,0,Proceso estándar
PROC02916,Manual,0,Proceso estándar
PROC02917,Manual,0,Proceso estándar
PROC02918,Manual,0,Proceso estándar
PROC02919,Manual,1,Prioridad Urgente
PROC02920,Manual,1,Prioridad Urgente
PROC02921,Manual,0,Proceso estándar
PROC02922,Revisión,2,Múltiples errores (2)
PROC02923,Manual,0,Proceso estándar
PROC02924,Manual,0,Proceso estándar
PROC02925,Manual,0,Proceso estándar
PROC02926,Manual,0,Proceso estándar
PROC02927,Manual,0,Proceso estándar
PROC02928,Manual,0,Proceso estándar
PROC02929,Manual,0,Proceso estándar
PROC02930,Manual,0,Proceso estándar
PROC02931,Manual,0,Proceso estándar
PROC02932,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02933,Revisión,2,Múltiples errores (2)
PROC02934,Manual,0,Proceso estándar
PROC02935,Manual,0,Proceso estándar
PROC02936,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02937,Manual,0,Proceso estándar
PROC02938,Manual,0,Proceso estándar
PROC02939,Manual,0,Proceso estándar
PROC02940,Manual,0,Proceso estándar
PROC02941,Manual,0,Proceso estándar
PROC02942,Manual,0,Proceso estándar
PROC02943,Manual,0,Proceso estándar
PROC02944,Manual,0,Proceso estándar
PROC02945,Manual,0,Proceso estándar
PROC02946,Revisión,2,Múltiples errores (2)
PROC02947,Manual,0,Proceso estándar
PROC02948,Manual,0,Proceso estándar
PROC02949,Manual,0,Proceso estándar
PROC02950,Manual,0,Proceso estándar
PROC02951,Manual,0,Proceso estándar
PROC02952,Manual,0,Proceso estándar
PROC02953,Manual,0,Proceso estándar
PROC02954,Manual,0,Proceso estándar
PROC02955,Manual,0,Proceso estándar
PROC02956,Manual,1,Prioridad Urgente
PROC02957,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02958,Manual,0,Proceso estándar
PROC02959,Manual,0,Proceso estándar
PROC02960,Revisión,2,Múltiples errores (3)
PROC02961,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02962,Manual,0,Proceso estándar
PROC02963,Manual,0,Proceso estándar
PROC02964,Manual,0,Proceso estándar
PROC02965,Manual,0,Proceso estándar
PROC02966,Manual,0,Proceso estándar
PROC02967,Manual,0,Proceso estándar
PROC02968,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02969,Manual,0,Proceso estándar
PROC02970,Manual,0,Proceso estándar
PROC02971,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02972,Manual,0,Proceso estándar
PROC02973,Manual,0,Proceso estándar
PROC02974,Manual,0,Proceso estándar
PROC02975,Revisión,2,Múltiples errores (2)
PROC02976,Manual,0,Proceso estándar
PROC02977,Revisión,2,Múltiples errores (2)
PROC02978,Manual,0,Proceso estándar
PROC02979,Manual,0,Proceso estándar
PROC02980,Manual,1,Prioridad Urgente
PROC02981,Manual,0,Proceso estándar
PROC02982,Manual,0,Proceso estándar
PROC02983,Revisión,2,Múltiples errores (2)
PROC02984,Manual,0,Proceso estándar
PROC02985,Revisión,2,Múltiples errores (2)
PROC02986,Manual,0,Proceso estándar
PROC02987,Revisión,2,Múltiples errores (2)
PROC02988,Manual,0,Proceso estándar
PROC02989,Manual,0,Proceso estándar
PROC02990,Revisión,2,Múltiples errores (2)
PROC02991,Manual,0,Proceso estándar
PROC02992,Manual,0,Proceso estándar
PROC02993,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC02994,Manual,0,Proceso estándar
PROC02995,Manual,0,Proceso estándar
PROC02996,Manual,0,Proceso estándar
PROC02997,Manual,0,Proceso estándar
PROC02998,Manual,0,Proceso estándar
PROC02999,Manual,0,Proceso estándar
PROC03000,Manual,0,Proceso estándar
PROC03001,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03002,Manual,0,Proceso estándar
PROC03003,Manual,0,Proceso estándar
PROC03004,Manual,0,Proceso estándar
PROC03005,Manual,0,Proceso estándar
PROC03006,Manual,0,Proceso estándar
PROC03007,Manual,0,Proceso estándar
PROC03008,Manual,0,Proceso estándar
PROC03009,Manual,0,Proceso estándar
PROC03010,Manual,0,Proceso estándar
PROC03011,Manual,0,Proceso estándar
PROC03012,Manual,0,Proceso estándar
PROC03013,Manual,0,Proceso estándar
PROC03014,Manual,0,Proceso estándar
PROC03015,Manual,0,Proceso estándar
PROC03016,Manual,0,Proceso estándar
PROC03017,Manual,0,Proceso estándar
PROC03018,Manual,0,Proceso estándar
PROC03019,Manual,0,Proceso estándar
PROC03020,Manual,0,Proceso estándar
PROC03021,Manual,0,Proceso estándar
PROC03022,Manual,0,Proceso estándar
PROC03023,Manual,0,Proceso estándar
PROC03024,Manual,0,Proceso estándar
PROC03025,Manual,1,Prioridad Urgente
PROC03026,Manual,0,Proceso estándar
PROC03027,Manual,0,Proceso estándar
PROC03028,Manual,0,Proceso estándar
PROC03029,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03030,Manual,0,Proceso estándar
PROC03031,Manual,0,Proceso estándar
PROC03032,Manual,0,Proceso estándar
PROC03033,Manual,0,Proceso estándar
PROC03034,Revisión,2,Múltiples errores (2)
PROC03035,Manual,0,Proceso estándar
PROC03036,Revisión,2,Múltiples errores (2)
PROC03037,Manual,0,Proceso estándar
PROC03038,Manual,0,Proceso estándar
PROC03039,Manual,0,Proceso estándar
PROC03040,Manual,0,Proceso estándar
PROC03041,Manual,0,Proceso estándar
PROC03042,Manual,0,Proceso estándar
PROC03043,Manual,1,Prioridad Urgente
PROC03044,Manual,0,Proceso estándar
PROC03045,Manual,0,Proceso estándar
PROC03046,Manual,0,Proceso estándar
PROC03047,Manual,0,Proceso estándar
PROC03048,Manual,0,Proceso estándar
PROC03049,Manual,0,Proceso estándar
PROC03050,Manual,0,Proceso estándar
PROC03051,Manual,0,Proceso estándar
PROC03052,Manual,0,Proceso estándar
PROC03053,Manual,0,Proceso estándar
PROC03054,Manual,0,Proceso estándar
PROC03055,Manual,0,Proceso estándar
PROC03056,Manual,0,Proceso estándar
PROC03057,Manual,0,Proceso estándar
PROC03058,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03059,Manual,0,Proceso estándar
PROC03060,Manual,1,Prioridad Urgente
PROC03061,Revisión,2,Múltiples errores (2)
PROC03062,Manual,0,Proceso estándar
PROC03063,Manual,0,Proceso estándar
PROC03064,Manual,0,Proceso estándar
PROC03065,Revisión,2,Múltiples errores (2)
PROC03066,Manual,0,Proceso estándar
PROC03067,Manual,0,Proceso estándar
PROC03068,Manual,0,Proceso estándar
PROC03069,Manual,1,Prioridad Urgente
PROC03070,Manual,0,Proceso estándar
PROC03071,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03072,Manual,0,Proceso estándar
PROC03073,Manual,0,Proceso estándar
PROC03074,Revisión,2,Múltiples errores (2)
PROC03075,Manual,0,Proceso estándar
PROC03076,Manual,0,Proceso estándar
PROC03077,Revisión,2,Múltiples errores (3)
PROC03078,Manual,0,Proceso estándar
PROC03079,Manual,0,Proceso estándar
PROC03080,Manual,0,Proceso estándar
PROC03081,Manual,0,Proceso estándar
